10.9323 	WARNING 	Font Manager failed to load file /System/Library/PrivateFrameworks/FontServices.framework/Resources/Reserved/PingFangUI.ttc
15.2964 	DEBUG 	Fullscreen settings ignored as running in pilot mode.
15.2972 	INFO 	Loaded monitor calibration from ['2022_04_19 09:31']
15.2974 	WARNING 	This monitor has not been color-calibrated. Using default DKL conversion matrix.
15.3852 	WARNING 	This monitor has not been color-calibrated. Using default DKL conversion matrix.
15.3854 	WARNING 	This monitor has not been color-calibrated. Using default DKL conversion matrix.
15.4418 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x17e127f70>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x17e127f10>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='dkl', depthBits=8, fullscr=False, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x17e199f60>, multiSample=False, name='window1', numSamples=2, pos=[560.0, 240.0], screen=0, size=array([1600, 1200]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
15.4418 	EXP 	window1: backgroundImage = ''
15.4418 	EXP 	window1: backgroundFit = 'none'
15.4488 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
15.4493 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
15.4497 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
15.4502 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
15.4508 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
15.4510 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
15.4514 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
15.4519 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
15.4522 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
15.4524 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
15.4528 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
15.4531 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
15.4535 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
15.4539 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
15.4542 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
15.4546 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
15.4550 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
15.4552 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
15.4554 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
15.4560 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
15.4562 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
15.4564 	DEBUG 	Uploading Texture Font fontname to graphics card
15.4595 	DEBUG 	Upload of Texture Font fontname complete
15.4636 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
15.4643 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
15.4651 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
15.4652 	DEBUG 	Uploading Texture Font fontname to graphics card
15.4669 	DEBUG 	Upload of Texture Font fontname complete
15.4680 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
15.4680 	EXP 	window1: recordFrameIntervals = False
15.5855 	EXP 	window1: recordFrameIntervals = True
16.4191 	WARNING 	Couldn't measure a consistent frame rate!
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

16.4267 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
16.4272 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
16.4281 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
16.4293 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
16.4304 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
16.4314 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
16.4318 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
16.4327 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
16.4336 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
16.4345 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
16.4348 	DEBUG 	Uploading Texture Font fontname to graphics card
16.4374 	DEBUG 	Upload of Texture Font fontname complete
16.4515 	WARNING 	launchHubServer: If using the iohub mouse or eyetracker devices, fullScr should be True.
18.6137 	INFO 	keyboard.Keyboard is using iohub backend.
18.6138 	INFO 	keyboard.Keyboard is using iohub backend.
18.6138 	INFO 	keyboard.Keyboard is using iohub backend.
18.6138 	INFO 	keyboard.Keyboard is using iohub backend.
18.6138 	INFO 	keyboard.Keyboard is using iohub backend.
18.6138 	INFO 	keyboard.Keyboard is using iohub backend.
18.6138 	INFO 	keyboard.Keyboard is using iohub backend.
18.6139 	EXP 	rumination_demo: status = STARTED
18.6826 	EXP 	Created image_rum_instruct = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, image='stimuli/rum_instruct.png', interpolate=True, mask=None, maskParams=None, name='image_rum_instruct', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([1.1  , 0.825]), texRes=128.0, units='height', win=Window(...))
18.6948 	EXP 	Created text_refresh = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_refresh', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
18.7093 	EXP 	Created wait4trigger_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Noto Sans SC', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='wait4trigger_text', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='即将开始，请等待。', units='height', win=Window(...), wrapWidth=1)
18.7103 	EXP 	Created fake_stimulus_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Noto Sans SC', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='fake_stimulus_text', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='即将开始，请等待。', units='height', win=Window(...), wrapWidth=1)
18.7132 	EXP 	Created image_rum = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='image_rum', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([1.1  , 0.825]), texRes=128.0, units='height', win=Window(...))
18.7137 	EXP 	Created text_refresh = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_refresh', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
18.7592 	EXP 	Created image_emotion_instruct = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, image='stimuli/emotion_instruct.png', interpolate=True, mask=None, maskParams=None, name='image_emotion_instruct', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([1.1  , 0.825]), texRes=128.0, units='height', win=Window(...))
18.7598 	EXP 	Created text_refresh = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_refresh', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
