10.8559 	WARNING 	Font Manager failed to load file /System/Library/PrivateFrameworks/FontServices.framework/Resources/Reserved/PingFangUI.ttc
15.7613 	DEBUG 	Fullscreen settings ignored as running in pilot mode.
15.7621 	INFO 	Loaded monitor calibration from ['2022_04_19 09:31']
15.7624 	WARNING 	This monitor has not been color-calibrated. Using default DKL conversion matrix.
15.8494 	WARNING 	This monitor has not been color-calibrated. Using default DKL conversion matrix.
15.8495 	WARNING 	This monitor has not been color-calibrated. Using default DKL conversion matrix.
15.8993 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x17d20ab60>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x17d20abc0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='dkl', depthBits=8, fullscr=False, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x17d1868c0>, multiSample=False, name='window1', numSamples=2, pos=[560.0, 240.0], screen=0, size=array([1600, 1200]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
15.8993 	EXP 	window1: backgroundImage = ''
15.8993 	EXP 	window1: backgroundFit = 'none'
15.9052 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
15.9056 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
15.9060 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
15.9065 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
15.9069 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
15.9071 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
15.9075 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
15.9080 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
15.9081 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
15.9082 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
15.9086 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
15.9090 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
15.9093 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
15.9096 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
15.9100 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
15.9103 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
15.9107 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
15.9109 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
15.9111 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
15.9116 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
15.9118 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
15.9120 	DEBUG 	Uploading Texture Font fontname to graphics card
15.9147 	DEBUG 	Upload of Texture Font fontname complete
15.9180 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
15.9186 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
15.9191 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
15.9192 	DEBUG 	Uploading Texture Font fontname to graphics card
15.9206 	DEBUG 	Upload of Texture Font fontname complete
15.9216 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
15.9216 	EXP 	window1: recordFrameIntervals = False
16.0545 	EXP 	window1: recordFrameIntervals = True
16.8883 	WARNING 	Couldn't measure a consistent frame rate!
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

16.8947 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
16.8951 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
16.8958 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
16.8968 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
16.8976 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
16.8985 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
16.8988 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
16.8995 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
